Postcode,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
LU3,15634.1,5.3,16139.3,5.5,0.133,17843.5,5.8,0.09580000000000002,16446.8,5.7,15936.8,5.4,11164.2,3.8,8368.0,2.9,17101.4,5.5,15515.6,5.2,0.17619999999999997,15566.8,5.2,0.19590000000000002
LU4,11323.0,4.1,11584.5,4.1,0.18259999999999998,14089.4,4.7,0.1226,11398.0,4.0,14892.2,5.0,9883.0,3.7,5428.8,2.1,14699.3,4.9,11663.5,4.0,0.23159999999999997,12283.1,4.1,0.23490000000000003
LU5,12892.555555555555,4.444444444444445,12175.111111111111,4.111111111111111,0.16988888888888892,14007.111111111111,4.888888888888889,0.12244444444444445,10017.666666666666,3.5555555555555554,16442.11111111111,5.666666666666667,5448.222222222223,2.2222222222222223,15666.666666666666,5.333333333333333,26566.88888888889,8.555555555555555,10728.111111111111,3.888888888888889,0.241,15391.888888888889,5.111111111111111,0.17588888888888887
LU6,17318.4,5.7,17575.6,5.8,0.1349,17992.4,6.1,0.1025,16028.4,5.3,20854.1,7.0,10730.0,3.7,16655.7,5.5,22355.4,7.3,17359.4,5.9,0.1678,18964.3,6.1,0.149
LU7,20361.2,6.8,19710.1,6.5,0.10529999999999999,21419.8,7.0,0.08249999999999999,17711.8,6.0,23627.5,7.7,18478.3,6.0,14940.1,5.0,20492.6,6.7,17523.1,5.9,0.1592,21581.5,7.1,0.1217
M1,9406.3,3.3,24493.6,7.6,0.06470000000000001,32076.0,9.9,0.0205,15398.6,5.3,9639.4,3.4,3035.6,1.6,5662.3,2.1,232.1,1.0,23223.2,7.4,0.0873,5461.5,2.3,0.49400000000000005
M11,3191.4444444444443,1.6666666666666667,3369.222222222222,1.6666666666666667,0.31888888888888894,3948.6666666666665,1.5555555555555556,0.23644444444444446,6765.0,2.5555555555555554,1521.7777777777778,1.1111111111111112,4763.666666666667,2.0,12091.444444444445,4.111111111111111,10795.666666666666,3.6666666666666665,3909.0,1.6666666666666667,0.3837777777777778,2979.4444444444443,1.4444444444444444,0.43955555555555553
M12,1366.0,1.1,1564.8,1.1,0.38669999999999993,3039.8,1.7,0.26270000000000004,4603.5,2.1,1001.6,1.0,2038.4,1.3,4867.7,2.0,7571.2,2.9,2424.5,1.4,0.4307,560.9,1.0,0.5679000000000001
M13,4506.5,2.0,7323.4,2.6,0.24300000000000002,9209.9,3.3,0.1705,9477.5,3.3,2383.6,1.3,3378.6,1.7,4765.7,1.8,4909.4,1.9,7932.6,3.0,0.2895,377.7,1.0,0.5738
M14,5797.9,2.3,10450.5,3.7,0.2251,13649.3,4.9,0.1424,12931.9,4.4,1710.3,1.1,4520.1,2.0,5635.5,2.2,5734.4,2.2,7106.2,2.7,0.3527,1406.5,1.1,0.491
M15,7124.75,2.5,10936.75,3.875,0.20099999999999998,13464.5,4.5,0.135125,15310.625,5.0,2562.625,1.5,6570.375,2.375,8664.0,3.375,6449.25,2.5,5707.125,2.25,0.37275,2026.625,1.375,0.522
M16,5227.714285714285,2.142857142857143,5307.571428571428,2.142857142857143,0.28214285714285714,5577.428571428572,2.142857142857143,0.201,15059.285714285714,5.0,3616.1428571428573,1.5714285714285714,8936.0,3.142857142857143,11631.57142857143,4.142857142857143,6099.0,2.2857142857142856,8111.0,3.0,0.3125714285714286,1937.2857142857142,1.0,0.44899999999999995
M17,16167.5,5.2,17000.7,5.8,0.1105,14146.6,4.8,0.1105,13575.8,4.7,12080.9,4.3,20643.4,6.7,19367.9,6.6,13131.7,4.3,15663.3,5.4,0.15839999999999999,21558.6,7.1,0.1103
M18,2366.1,1.3,3288.3,1.6,0.3169,3593.2,1.7,0.2367,5103.9,2.0,2092.8,1.3,1853.5,1.3,13095.2,4.6,5587.8,2.3,3923.9,1.7,0.3748,6092.8,2.4,0.32260000000000005
M19,9158.7,3.0,11271.7,3.8,0.17829999999999996,12612.5,4.3,0.13240000000000002,17836.5,5.9,5426.9,2.1,3577.8,1.6,18373.4,5.9,4728.2,2.0,14137.9,4.8,0.1941,8508.9,3.1,0.2823
M2,11966.9,4.0,29062.9,9.5,0.0443,28955.3,9.2,0.0428,18718.5,6.1,7998.5,3.1,8375.5,2.7,5093.5,2.1,141.0,1.0,27692.1,8.9,0.055099999999999996,14233.1,4.7,0.2211
M20,15854.9,5.5,18106.9,5.9,0.1268,19828.9,6.6,0.09269999999999999,24259.6,7.8,8066.0,2.9,7563.8,2.8,16671.4,5.5,11298.7,4.1,18574.2,6.1,0.17309999999999998,11418.1,3.9,0.22909999999999994
M21,14168.9,4.9,16571.3,5.6,0.1276,17767.7,5.9,0.0978,25730.7,8.1,7504.9,3.0,6040.7,2.2,18970.8,6.4,9262.1,3.3,19017.6,6.2,0.1377,9894.9,3.5,0.24289999999999998
M22,4304.9,1.9,5411.6,2.3,0.28659999999999997,4923.8,2.0,0.21960000000000002,6397.9,2.4,1232.3,1.1,7772.7,3.0,13846.9,4.8,13003.7,4.4,7403.0,2.8,0.33649999999999997,4911.5,2.0,0.34310000000000007
M23,5055.2,2.0,6114.7,2.4,0.27259999999999995,5696.5,2.3,0.223,7339.0,2.7,1937.5,1.4,7379.8,2.8,15262.9,5.3,13299.8,4.6,7831.1,2.9,0.3172,5850.2,2.3,0.33140000000000003
M24,12385.666666666666,4.111111111111111,13934.111111111111,4.777777777777778,0.15844444444444444,11085.666666666666,3.888888888888889,0.151,13370.888888888889,4.666666666666667,7515.888888888889,2.7777777777777777,9862.0,3.5555555555555554,21732.444444444445,7.111111111111111,14475.777777777777,4.888888888888889,14582.777777777777,5.0,0.19744444444444442,14433.666666666666,4.777777777777778,0.1918888888888889
M25,13312.3,4.7,12597.2,4.4,0.15850000000000003,10626.9,4.0,0.14650000000000002,20393.8,6.8,9830.6,3.4,12816.4,4.6,25017.7,8.2,10393.5,3.8,14731.4,4.8,0.1804,13593.8,4.6,0.19729999999999998
M26,10086.7,3.6,9537.8,3.2,0.21390000000000003,9370.5,3.4,0.1682,10708.7,3.7,7379.9,2.9,11316.7,4.1,23432.6,7.5,12716.9,4.4,9561.4,3.3,0.28110000000000007,10575.0,3.7,0.2503
M27,16165.3,5.5,15929.6,5.4,0.14279999999999998,14014.9,4.8,0.1287,17487.4,5.9,9103.1,3.3,21135.9,6.8,21656.5,7.0,16970.7,5.7,16049.2,5.4,0.1795,17165.6,5.9,0.1655
M28,20922.88888888889,6.888888888888889,20875.88888888889,6.777777777777778,0.102,19470.444444444445,6.444444444444445,0.09644444444444444,23237.444444444445,7.666666666666667,13458.0,4.666666666666667,19318.88888888889,6.444444444444445,22335.666666666668,7.333333333333333,17903.222222222223,6.0,22066.0,7.111111111111111,0.11122222222222221,19759.0,6.555555555555555,0.1371111111111111
M29,21234.7,7.0,21157.5,6.8,0.10640000000000001,18300.9,6.0,0.1041,19792.5,6.5,12919.9,4.3,23358.9,7.7,23917.0,7.7,23695.7,7.9,22161.4,7.3,0.1119,19159.0,6.5,0.1588
M3,12417.0,4.333333333333333,25350.222222222223,8.333333333333334,0.08177777777777778,26677.11111111111,8.444444444444445,0.0678888888888889,16795.666666666668,5.444444444444445,6640.777777777777,2.6666666666666665,8062.777777777777,2.888888888888889,6808.777777777777,2.6666666666666665,3144.777777777778,1.5555555555555556,15202.888888888889,5.222222222222222,0.21733333333333332,12233.888888888889,4.111111111111111,0.23655555555555555
M30,5429.6,2.0,6018.5,2.4,0.28439999999999993,5222.6,2.2,0.25149999999999995,10026.0,3.6,2188.4,1.5,9906.2,3.5,19593.7,6.4,10296.2,3.8,8377.2,3.1,0.31270000000000003,6282.1,2.5,0.3298
M31,3383.3,1.6,2514.5,1.4,0.35730000000000006,2418.0,1.4,0.2738,3561.5,1.6,3148.5,1.4,14059.5,4.9,12493.7,4.1,22849.1,7.5,2406.3,1.4,0.4554,4880.2,2.0,0.33440000000000003
M32,10897.0,4.0,9628.8,3.4,0.19240000000000002,8909.9,3.1,0.1575,15295.7,5.1,8767.2,3.3,18765.9,6.2,20850.6,6.9,8167.3,2.9,10568.7,3.6,0.24400000000000005,10960.0,3.9,0.2239
M33,26112.5,8.5,23863.8,7.9,0.07239999999999999,22486.2,7.3,0.0718,29119.7,9.3,19848.1,6.5,24476.8,7.9,28510.5,9.1,17235.3,5.8,25316.8,8.2,0.07650000000000001,20797.1,6.9,0.12369999999999999
M34,12524.333333333334,4.333333333333333,13760.666666666666,4.666666666666667,0.16155555555555556,11178.0,3.888888888888889,0.155,13306.333333333334,4.333333333333333,7778.555555555556,3.0,10987.333333333334,3.7777777777777777,20296.333333333332,6.555555555555555,16760.555555555555,5.555555555555555,13678.222222222223,4.555555555555555,0.21255555555555555,16563.555555555555,5.333333333333333,0.16433333333333333
M35,15388.2,5.1,15984.0,5.5,0.1378,12706.6,4.3,0.1316,15034.3,5.0,8389.4,2.9,15484.7,5.1,29922.3,9.4,15667.0,5.3,15247.8,5.0,0.18350000000000002,18106.9,5.8,0.1576
M38,2529.7,1.5,2397.8,1.4,0.35429999999999995,2373.1,1.4,0.27770000000000006,4001.3,1.6,1378.3,1.2,6416.8,2.6,17241.7,5.8,17479.3,5.9,3201.0,1.6,0.41450000000000004,3261.7,1.6,0.3806
M4,9002.7,3.1,25476.0,8.2,0.0593,27096.8,8.5,0.0477,22971.8,7.4,3065.5,1.5,5450.5,2.3,5299.9,2.2,259.8,1.0,19962.1,6.4,0.12,5820.2,2.5,0.35300000000000004
M40,2063.6,1.5,2229.6,1.4,0.37449999999999994,2031.7,1.4,0.30019999999999997,3250.6,1.5,1226.0,1.2,5484.6,2.0,8734.2,3.1,12730.5,4.1,1951.2,1.3,0.46040000000000003,4341.9,2.1,0.39690000000000003
M41,21668.2,7.1,20207.8,6.5,0.0941,16904.7,5.7,0.0993,22983.4,7.6,14723.9,5.0,23377.9,7.5,25756.9,8.4,18172.2,6.0,22299.7,7.3,0.0995,20028.1,6.7,0.1282
M43,8160.111111111111,2.6666666666666665,9432.333333333334,3.4444444444444446,0.19966666666666671,7202.111111111111,2.6666666666666665,0.18544444444444444,8063.555555555556,3.111111111111111,4474.444444444444,1.7777777777777777,9811.444444444445,3.4444444444444446,27432.222222222223,8.88888888888889,11139.666666666666,4.0,9004.888888888889,3.2222222222222223,0.276,12224.666666666666,4.111111111111111,0.20644444444444446
M44,15666.6,5.3,15619.3,5.3,0.1391,14593.5,5.0,0.12279999999999999,12909.4,4.4,8661.4,3.0,18755.9,6.2,22214.9,7.3,19528.6,6.7,16284.0,5.3,0.1716,16186.8,5.5,0.1688
M45,12552.7,4.2,10807.0,3.9,0.20249999999999999,11738.8,4.2,0.1606,16395.1,5.5,9089.8,3.3,15289.4,5.1,20303.8,6.5,14774.2,5.0,11930.8,4.2,0.24320000000000003,11538.6,4.0,0.22559999999999997
M46,11950.0,4.0,13476.5,4.5,0.19260000000000002,9222.9,3.4,0.185,11745.9,4.0,7706.3,2.9,16352.7,5.6,21880.1,7.4,19890.2,6.4,15428.0,5.1,0.21670000000000003,14738.7,5.1,0.2133
M5,4019.2,1.7,4362.5,1.8,0.29880000000000007,5488.6,2.5,0.2081,6609.8,2.7,732.5,1.0,10816.7,3.6,12013.2,4.0,12366.4,4.3,2038.8,1.4,0.44820000000000004,1755.4,1.2,0.4525
M50,17576.333333333332,5.888888888888889,22940.666666666668,7.222222222222222,0.11322222222222221,23068.333333333332,7.333333333333333,0.08777777777777779,21768.88888888889,7.0,11804.888888888889,4.333333333333333,24529.777777777777,7.888888888888889,7476.0,2.888888888888889,9717.888888888889,3.6666666666666665,19182.777777777777,6.0,0.16988888888888892,19866.444444444445,6.444444444444445,0.1812222222222222
M6,9236.5,3.4,10755.1,3.7,0.21200000000000002,9645.2,3.4,0.1688,14684.7,4.9,3463.9,1.7,7880.9,2.9,19991.5,6.6,11727.1,4.0,13019.1,4.6,0.2747,9324.2,3.3,0.2746
M60,11470.2,4.0,28703.1,9.1,0.042300000000000004,30767.9,9.8,0.03180000000000001,24923.6,8.0,4802.0,2.2,8896.5,3.1,4257.0,1.6,272.8,1.0,19109.0,6.2,0.1349,8141.2,3.2,0.30469999999999997
M61,11734.555555555555,4.111111111111111,28478.0,9.11111111111111,0.04577777777777778,30946.333333333332,10.0,0.034,30614.555555555555,9.555555555555555,3964.6666666666665,2.111111111111111,11482.555555555555,3.7777777777777777,3385.777777777778,1.1111111111111112,119.66666666666667,1.0,13801.777777777777,4.555555555555555,0.188,5079.777777777777,2.4444444444444446,0.3391111111111111
M7,5390.4,2.2,5932.2,2.4,0.2951,6218.4,2.5,0.22480000000000003,7682.6,2.9,4063.4,2.0,5703.1,2.3,12687.4,4.5,13627.9,4.8,8444.0,3.2,0.3517,4077.4,1.9,0.41720000000000007
M8,3317.4,1.3,4160.0,1.7,0.29280000000000006,6964.1,2.7,0.1882,6994.7,2.5,2079.0,1.1,4101.0,1.7,6787.9,2.6,5452.2,2.3,4265.0,1.8,0.3678,984.6,1.2,0.5666
M9,1513.7,1.1,1490.8,1.1,0.38360000000000005,1173.6,1.1,0.3102,3720.9,1.8,749.1,1.0,7938.9,3.0,11419.9,3.9,11649.9,4.2,1811.9,1.2,0.461,3024.5,1.4,0.41290000000000004
M90,5993.4,2.8,6695.8,2.8,0.22719999999999999,6109.4,2.8,0.18440000000000004,5617.6,1.8,1322.6,1.0,21426.2,7.4,10692.2,3.8,20937.0,6.6,5639.2,2.2,0.3252,8524.2,2.8,0.251
M99,10160.9,3.7,31537.3,9.8,0.023000000000000003,31833.0,9.9,0.022399999999999996,19850.8,6.7,6458.9,2.7,4807.9,1.8,4803.9,1.9,40.4,1.0,22796.5,7.3,0.09629999999999998,4252.4,1.9,0.3718
ME1,16053.333333333334,5.222222222222222,14395.666666666666,4.777777777777778,0.14055555555555554,15614.0,5.222222222222222,0.10744444444444443,15682.777777777777,5.222222222222222,17974.333333333332,5.777777777777778,12412.888888888889,4.222222222222222,24098.777777777777,8.0,12061.555555555555,4.222222222222222,14970.555555555555,5.0,0.1774444444444444,13713.666666666666,4.666666666666667,0.18866666666666668
ME10,12265.444444444445,4.444444444444445,12227.222222222223,4.111111111111111,0.1874444444444444,10814.777777777777,3.888888888888889,0.16722222222222222,10433.111111111111,3.5555555555555554,15126.0,5.111111111111111,9360.111111111111,3.4444444444444446,19537.0,6.444444444444445,17502.777777777777,5.777777777777778,10846.222222222223,3.888888888888889,0.25477777777777777,16946.222222222223,5.555555555555555,0.16311111111111112
ME11,4881.7,2.2,4165.8,1.8,0.3012,4462.7,2.1,0.22719999999999999,1560.9,1.1,10757.9,3.8,8510.1,2.9,16341.6,5.3,11483.2,3.8,2352.0,1.2,0.44330000000000014,10579.8,3.8,0.22470000000000004
ME12,4787.1,2.2,6462.3,2.8,0.2747,4594.7,2.1,0.2601,2716.7,1.6,6941.3,2.6,5400.8,2.3,10806.4,4.0,14024.3,4.8,7406.9,3.0,0.3257,10285.1,3.7,0.23899999999999996
ME13,15645.0,5.3,16138.7,5.4,0.13520000000000001,17383.0,5.8,0.10479999999999998,15272.5,5.2,18039.9,6.0,10124.6,3.7,13353.5,4.3,17834.6,5.9,15861.6,5.3,0.1807,17039.7,5.5,0.1568
ME14,22058.8,7.1,20573.4,6.8,0.09319999999999998,21469.6,7.1,0.07759999999999997,20679.2,6.8,22252.2,7.3,20726.3,6.9,15932.0,5.4,22366.5,7.3,20431.5,6.8,0.1143,19503.2,6.3,0.1421
ME15,15847.6,5.4,14899.1,5.2,0.14999999999999997,15697.0,5.2,0.12010000000000001,13175.2,4.6,17612.8,6.0,14624.6,5.0,13015.8,4.4,23959.6,7.7,15013.8,5.1,0.1933,16099.6,5.5,0.16610000000000003
ME16,21095.9,6.8,19906.8,6.4,0.0971,20893.9,6.9,0.0814,21157.4,6.9,21436.2,7.2,17921.6,5.9,16104.2,5.5,17168.4,5.8,19967.2,6.5,0.11880000000000002,20033.8,6.9,0.12789999999999999
ME17,18099.88888888889,5.888888888888889,19007.0,6.444444444444445,0.09722222222222221,18213.0,6.111111111111111,0.08999999999999998,14921.111111111111,5.111111111111111,23525.222222222223,7.555555555555555,16594.777777777777,5.444444444444445,11728.555555555555,4.0,17047.0,5.777777777777778,18009.555555555555,6.0,0.13622222222222224,22086.555555555555,7.444444444444445,0.10688888888888888
ME18,24332.8,8.0,22661.9,7.5,0.07910000000000002,22560.7,7.2,0.07300000000000002,24611.0,7.7,25563.5,8.4,21869.5,6.9,20708.8,6.7,18739.9,6.3,24600.9,8.1,0.07709999999999999,22665.9,7.6,0.10570000000000002
ME19,22082.9,7.0,21890.5,7.2,0.0864,23297.9,7.6,0.0707,20641.1,6.6,26274.2,8.5,19664.2,6.5,8991.6,3.2,22442.4,7.3,21067.7,7.0,0.1147,22892.8,7.3,0.10469999999999999
ME2,18479.7,6.2,17442.3,5.8,0.11350000000000002,17792.4,5.9,0.09490000000000001,12711.0,4.2,21024.4,6.7,16105.9,5.5,16057.2,5.2,19912.0,6.5,16770.1,5.7,0.15249999999999997,19803.9,6.6,0.1296
ME20,21806.9,7.0,21229.1,7.0,0.09640000000000001,21218.2,6.8,0.08460000000000001,17066.5,5.7,23086.9,7.5,19138.2,6.3,18114.5,5.9,22880.5,7.4,18475.3,6.1,0.14989999999999998,22325.9,7.3,0.11280000000000001
ME3,17580.6,5.8,18587.2,6.0,0.11269999999999998,16890.1,5.6,0.10540000000000001,12525.2,4.2,17969.9,6.0,17324.9,5.7,17778.1,5.8,16838.7,5.7,17867.9,5.9,0.15450000000000003,21259.1,7.0,0.11750000000000001
ME4,10795.42857142857,3.7142857142857144,10595.285714285714,3.857142857142857,0.19685714285714287,11405.285714285714,4.0,0.15285714285714286,11098.857142857143,3.7142857142857144,13364.57142857143,4.428571428571429,8548.142857142857,3.2857142857142856,14337.42857142857,4.857142857142857,11432.0,3.857142857142857,10153.0,3.7142857142857144,0.25999999999999995,9579.857142857143,3.4285714285714284,0.25742857142857145
ME5,15446.1,5.3,13578.9,4.6,0.16430000000000003,14301.2,4.8,0.12739999999999999,10100.1,3.7,16584.6,5.7,13677.7,4.5,18759.3,6.1,23216.7,7.6,12712.5,4.5,0.22569999999999996,16678.6,5.4,0.16519999999999999
ME6,16298.777777777777,5.444444444444445,14311.444444444445,4.777777777777778,0.14133333333333334,15933.777777777777,5.444444444444445,0.10355555555555555,9277.666666666666,3.3333333333333335,19236.0,6.222222222222222,10932.555555555555,3.888888888888889,22505.444444444445,7.222222222222222,21642.777777777777,6.888888888888889,11873.555555555555,4.0,0.223,17786.0,5.777777777777778,0.1431111111111111
ME7,14710.7,4.9,15396.0,5.2,0.1597,14812.8,5.0,0.1264,13629.9,4.8,15891.6,5.3,7675.9,2.9,20713.0,6.7,12585.9,4.4,15835.6,5.3,0.19850000000000004,16094.1,5.5,0.18819999999999998
ME8,24127.2,7.8,23575.2,7.7,0.07700000000000003,21603.7,7.0,0.0784,18091.4,6.0,22456.1,7.4,22199.2,7.4,20552.4,6.6,22573.4,7.6,22667.4,7.4,0.0969,24421.0,7.8,0.09509999999999999
ME9,16691.444444444445,5.444444444444445,17660.222222222223,6.0,0.10655555555555554,18998.11111111111,6.444444444444445,0.08566666666666667,17270.222222222223,5.777777777777778,24715.666666666668,7.888888888888889,14448.222222222223,4.777777777777778,9960.666666666666,3.6666666666666665,11967.222222222223,4.0,15452.222222222223,5.222222222222222,0.1611111111111111,20993.11111111111,7.0,0.11566666666666665
ME99,15346.0,5.0,18731.0,6.0,0.09699999999999999,20854.0,7.0,0.07599999999999998,14716.0,5.0,16509.0,6.0,16449.0,6.0,13973.0,5.0,1880.0,1.0,19861.0,7.0,0.11200000000000002,7104.0,3.0,0.27399999999999997
MK1,8637.8,3.0,7352.8,2.8,0.2184,8918.6,3.2,0.15440000000000004,9724.0,3.4,7318.6,2.6,9891.6,3.6,9131.2,3.2,22089.0,7.0,7182.2,2.6,0.32860000000000006,13591.0,4.6,0.18159999999999998
MK10,25526.25,8.5,20351.75,6.625,0.08899999999999998,26871.875,8.625,0.053375,25592.25,8.25,21541.25,7.125,20725.375,6.625,17746.75,5.75,23845.75,7.75,17652.0,5.875,0.1385,14606.75,4.875,0.18474999999999997
MK11,22470.555555555555,7.444444444444445,17666.11111111111,5.666666666666667,0.11977777777777776,20574.666666666668,6.888888888888889,0.09211111111111109,26357.11111111111,8.777777777777779,21041.0,6.666666666666667,16760.333333333332,5.777777777777778,17446.777777777777,5.666666666666667,24856.777777777777,8.333333333333334,13873.666666666666,4.666666666666667,0.18511111111111112,21905.0,7.0,0.11988888888888888
MK12,13803.0,4.8,11875.4,4.1,0.17150000000000004,14784.9,5.1,0.11679999999999999,15149.0,5.2,15906.6,5.5,5297.4,2.2,16966.5,5.5,21423.2,7.0,9602.5,3.4,0.256,16474.0,5.5,0.1609
MK13,20341.4,6.7,18204.7,5.8,0.10669999999999999,19629.2,6.6,0.08380000000000001,18376.8,6.2,20438.4,6.8,16334.4,5.4,11162.9,3.8,29204.7,9.1,15906.0,5.3,0.1592,19652.3,6.4,0.12990000000000002
MK14,18663.6,6.1,16342.7,5.4,0.13140000000000002,16804.8,5.4,0.10390000000000002,17042.9,6.0,15649.8,5.1,15577.4,5.2,18062.7,6.0,29804.2,9.5,15299.6,5.3,0.17279999999999998,17691.6,5.8,0.15530000000000002
MK15,26513.0,8.7,23610.1,7.4,0.0705,26736.9,8.9,0.05349999999999999,25838.1,8.1,20024.8,6.8,23268.4,7.8,11906.7,4.2,30112.3,9.6,23411.5,7.4,0.08510000000000001,17829.9,5.8,0.13879999999999998
MK16,22782.0,7.333333333333333,22067.666666666668,7.444444444444445,0.07966666666666668,24431.0,7.777777777777778,0.06355555555555556,21619.555555555555,7.333333333333333,21865.555555555555,7.0,19524.333333333332,6.555555555555555,16768.444444444445,5.555555555555555,17599.88888888889,5.777777777777778,21510.666666666668,7.0,0.10233333333333333,21037.777777777777,7.0,0.11522222222222221
MK17,28452.0,9.333333333333334,27149.555555555555,8.555555555555555,0.05288888888888889,28875.222222222223,9.333333333333334,0.044444444444444446,26414.444444444445,8.666666666666666,27538.777777777777,8.88888888888889,23788.11111111111,7.777777777777778,15415.666666666666,5.222222222222222,23805.11111111111,7.777777777777778,27860.555555555555,9.0,0.05422222222222222,24846.444444444445,8.11111111111111,0.08722222222222223
MK18,23250.7,7.7,22331.8,7.2,0.08149999999999999,24594.7,8.0,0.0624,23916.2,7.7,26679.3,8.6,23253.6,7.6,10833.4,3.9,25962.1,8.4,21952.5,7.1,0.101,20847.0,7.0,0.1202
MK19,27419.555555555555,9.0,24981.777777777777,8.11111111111111,0.065,25759.666666666668,8.444444444444445,0.05722222222222222,23745.444444444445,7.777777777777778,27141.222222222223,8.777777777777779,23374.88888888889,7.666666666666667,15351.888888888889,5.111111111111111,27499.555555555555,9.0,23755.11111111111,7.666666666666667,0.08444444444444445,25723.444444444445,8.333333333333334,0.08322222222222224
MK2,9758.444444444445,3.4444444444444446,7005.888888888889,2.5555555555555554,0.23966666666666667,9985.666666666666,3.5555555555555554,0.15166666666666664,7973.888888888889,2.7777777777777777,9583.666666666666,3.3333333333333335,11673.0,3.888888888888889,12700.111111111111,4.555555555555555,25425.222222222223,8.11111111111111,5426.555555555556,2.111111111111111,0.381,13273.333333333334,4.666666666666667,0.19644444444444448
MK3,11475.4,4.0,9423.8,3.2,0.20059999999999997,10467.8,3.7,0.1454,8619.6,3.0,11123.1,4.0,15099.6,5.1,11082.0,3.7,30006.3,9.9,7948.1,2.9,0.2853,15998.9,5.3,0.1681
MK4,26522.0,8.555555555555555,24769.11111111111,8.0,0.06711111111111111,28042.777777777777,9.0,0.04688888888888888,26098.555555555555,8.333333333333334,21877.555555555555,7.222222222222222,24064.666666666668,7.777777777777778,9264.111111111111,3.111111111111111,31690.88888888889,10.0,24251.88888888889,8.0,0.08,13705.333333333334,4.777777777777778,0.19522222222222224
MK40,7061.7,2.6,7533.9,2.7,0.2539,7237.8,2.7,0.20810000000000003,10406.4,3.5,7326.8,2.8,9402.6,3.2,8808.1,3.1,10423.0,3.6,9482.8,3.3,0.2725,7288.3,2.7,0.3272
MK41,20646.2,6.9,18854.6,6.3,0.11110000000000002,17741.8,5.9,0.10129999999999999,15758.4,5.3,21966.7,7.3,22814.6,7.4,14853.3,5.0,24705.5,8.0,17808.5,6.0,0.14639999999999997,23049.3,7.5,0.10700000000000001
MK42,13061.5,4.3,12711.3,4.2,0.1652,11964.6,4.0,0.13269999999999998,11238.4,3.9,15130.2,5.2,11941.3,3.9,13380.9,4.4,15747.4,5.3,11895.4,3.9,0.22449999999999998,17532.3,5.7,0.16919999999999996
MK43,24479.0,8.0,25015.2,8.2,0.07560000000000003,24725.6,8.0,0.0698,24327.0,7.9,26553.2,8.5,23549.8,7.7,12005.5,4.2,18186.9,6.1,24205.5,7.8,0.09100000000000001,23029.5,7.7,0.1189
MK44,22479.4,7.2,23749.9,7.6,0.0722,24846.9,8.0,0.063,24280.8,7.9,25807.1,8.3,26083.0,8.5,8376.3,3.1,15480.0,5.2,22563.4,7.2,0.09439999999999998,24256.4,7.9,0.09359999999999999
MK45,28323.1,9.0,24342.6,7.8,0.06810000000000002,27122.4,8.9,0.0516,23834.1,7.6,27527.9,8.9,27213.7,8.9,21820.7,7.1,24209.6,7.9,23900.0,7.6,0.0935,23689.4,7.8,0.09669999999999998
MK46,28479.8,9.0,25132.3,8.3,0.06210000000000001,28429.4,9.2,0.04490000000000001,28512.8,9.3,27752.5,8.9,25462.8,8.4,13806.2,4.9,26884.0,8.4,25417.1,8.2,0.0723,22821.6,7.4,0.10210000000000001
MK5,21953.3,7.2,18262.7,6.0,0.10669999999999999,21937.1,7.1,0.0754,24159.0,7.7,19744.9,6.6,19172.4,6.4,10731.5,3.7,30759.7,9.6,18767.7,6.2,0.1322,13366.2,4.5,0.19090000000000001
MK6,10374.0,3.6,10218.5,3.7,0.213,11854.5,4.2,0.1666,10710.3,3.8,10915.7,3.9,7236.4,2.8,5154.6,2.2,29285.7,9.5,9783.7,3.4,0.2745,10728.6,3.5,0.24709999999999996
MK7,24694.6,7.9,23285.8,7.4,0.08,24175.0,7.9,0.0649,25505.6,8.2,23231.1,7.4,20588.1,6.7,9318.8,3.2,32251.5,10.0,21337.5,7.0,0.11439999999999999,22172.9,7.5,0.11460000000000001
MK77,30119.0,10.0,26858.0,9.0,0.05500000000000001,25137.0,8.0,0.06000000000000001,28989.0,9.0,23536.0,8.0,19360.0,6.0,29203.0,9.0,32624.0,10.0,25479.0,8.0,0.06899999999999999,28505.0,9.0,0.06499999999999999
MK8,22366.0,7.25,19824.375,6.625,0.09475,19676.875,6.375,0.08312499999999999,24160.5,7.75,17028.0,5.75,21149.0,6.75,14852.875,5.125,32109.125,10.0,20794.25,6.75,0.10975,17627.75,5.875,0.150125
MK9,14711.5,5.2,18221.7,6.1,0.12120000000000002,19587.4,6.6,0.1004,21264.6,7.1,16681.7,5.5,5526.6,2.2,3913.7,1.7,22900.2,7.7,12197.3,4.1,0.20740000000000003,14073.9,4.8,0.19529999999999997
ML1,,,,,,,,,,,,,,,,,,,,,,,,
ML10,,,,,,,,,,,,,,,,,,,,,,,,
ML11,,,,,,,,,,,,,,,,,,,,,,,,
ML12,,,,,,,,,,,,,,,,,,,,,,,,
ML2,,,,,,,,,,,,,,,,,,,,,,,,
ML3,,,,,,,,,,,,,,,,,,,,,,,,
ML4,,,,,,,,,,,,,,,,,,,,,,,,
