Postcode,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
ML5,,,,,,,,,,,,,,,,,,,,,,,,
ML6,,,,,,,,,,,,,,,,,,,,,,,,
ML7,,,,,,,,,,,,,,,,,,,,,,,,
ML8,,,,,,,,,,,,,,,,,,,,,,,,
ML9,,,,,,,,,,,,,,,,,,,,,,,,
N1,9275.2,3.3,10956.8,4.0,0.18120000000000003,15826.3,5.3,0.11279999999999998,19728.2,6.5,9791.5,3.5,6751.1,2.6,7599.2,2.9,3103.3,1.4,4876.3,1.9,0.3546000000000001,4188.2,1.7,0.3608
N10,20974.444444444445,7.0,22723.11111111111,7.333333333333333,0.07722222222222223,26304.555555555555,8.666666666666666,0.054777777777777786,31005.555555555555,9.666666666666666,21925.777777777777,7.333333333333333,7872.111111111111,3.0,15967.222222222223,5.222222222222222,6782.888888888889,2.7777777777777777,23813.11111111111,7.555555555555555,0.08688888888888888,14386.222222222223,5.0,0.17844444444444446
N11,13588.4,4.7,11916.2,4.0,0.16750000000000004,14304.5,5.0,0.11729999999999999,21632.8,7.0,22302.4,7.2,5875.7,2.2,7736.0,2.9,11832.4,4.2,10699.8,3.6,0.2425,11873.8,3.9,0.2223
N12,19304.0,6.3,17140.4,5.7,0.1182,20477.2,6.7,0.0784,28316.3,9.2,22914.9,7.4,17375.5,5.8,7246.8,2.8,14542.6,5.1,17313.2,5.9,0.1518,14250.2,4.9,0.18959999999999996
N13,14051.2,4.8,11296.4,3.8,0.16890000000000002,16529.1,5.5,0.0974,20576.5,6.9,23683.8,7.8,7091.5,2.8,8785.3,3.2,9722.7,3.5,11315.3,3.8,0.2252,7141.7,2.6,0.2832
N14,22375.3,7.3,19434.1,6.5,0.1028,22429.2,7.3,0.0732,28094.9,8.9,26823.0,8.6,16086.4,5.3,11166.8,3.8,17840.5,5.9,18912.9,6.3,0.14409999999999998,19819.6,6.5,0.1285
N15,6059.4,2.3,6544.7,2.6,0.2393,8726.0,3.1,0.1588,10558.2,3.8,12679.7,4.4,5240.6,2.1,2239.6,1.2,5854.3,2.3,7600.5,2.7,0.3045,2813.2,1.3,0.4
N16,12095.9,4.0,13161.2,4.4,0.15089999999999998,17056.9,5.6,0.09929999999999999,23450.6,7.7,14629.9,5.0,7709.2,2.9,8132.6,3.2,3323.4,1.4,14233.2,5.1,0.18880000000000002,5086.5,2.1,0.3383
N17,3737.1,1.6,3143.1,1.4,0.3141999999999999,4849.3,1.9,0.21069999999999997,8694.1,3.1,10629.7,3.6,3330.6,1.5,2011.4,1.2,6557.7,2.4,2881.6,1.3,0.40969999999999995,2475.8,1.2,0.4236
N18,5079.1,1.8,3865.3,1.5,0.2932,7633.5,2.7,0.1701,7233.1,2.8,16891.8,5.8,3692.6,1.8,3095.5,1.5,7386.0,2.6,3925.7,1.6,0.37110000000000004,5244.9,2.2,0.3473
N19,6084.6,2.4,6265.6,2.4,0.2481,7986.3,3.0,0.1682,17917.8,6.1,6309.8,2.3,3937.6,1.6,6041.4,2.2,4688.2,2.0,5971.9,2.1,0.3329,3053.8,1.5,0.40449999999999997
N1C,2502.0,1.0,1882.0,1.0,0.34500000000000003,4774.0,2.0,0.204,10633.0,4.0,3980.0,2.0,805.0,1.0,5484.0,2.0,3281.0,1.0,527.0,1.0,0.523,883.0,1.0,0.4939999999999999
N1P,11983.0,4.0,13544.0,5.0,0.139,17420.0,6.0,0.09199999999999998,24454.0,8.0,13380.0,5.0,2050.0,1.0,12222.0,4.0,4427.0,2.0,8409.0,3.0,0.266,7360.0,3.0,0.269
N2,23108.2,7.5,23332.9,7.4,0.08580000000000002,26179.3,8.5,0.0598,28744.2,9.0,27069.9,8.6,12024.7,4.0,10179.7,3.7,13467.3,4.8,24224.0,7.9,0.1002,19117.2,6.4,0.1431
N20,20811.85714285714,6.857142857142857,18850.428571428572,6.285714285714286,0.11428571428571428,21956.0,7.285714285714286,0.07328571428571429,25786.0,8.285714285714286,26463.571428571428,8.428571428571429,13756.285714285714,4.571428571428571,9235.0,3.4285714285714284,17234.14285714286,5.857142857142857,18769.85714285714,6.285714285714286,0.14914285714285716,18474.14285714286,6.142857142857143,0.15114285714285716
N21,21071.8,7.0,18523.9,6.1,0.10750000000000001,21992.1,7.2,0.0731,25247.0,8.1,25240.5,8.1,12195.1,4.1,11142.7,3.9,17463.3,5.7,18562.1,6.3,0.14049999999999999,15680.3,5.2,0.1655
N22,10034.7,3.6,9744.8,3.5,0.1924,12221.2,4.2,0.12900000000000003,18220.3,6.1,14265.4,4.8,6406.5,2.4,5704.3,2.5,5822.4,2.4,9395.2,3.3,0.2658,4972.4,1.9,0.3394
N3,21512.555555555555,7.222222222222222,19518.0,6.444444444444445,0.09477777777777778,24040.666666666668,7.666666666666667,0.06444444444444444,28510.222222222223,9.11111111111111,28492.555555555555,9.11111111111111,13311.777777777777,4.666666666666667,9606.888888888889,3.3333333333333335,10399.777777777777,3.888888888888889,20212.222222222223,6.555555555555555,0.11399999999999998,15599.0,5.111111111111111,0.16255555555555554
N4,7781.222222222223,2.7777777777777777,8673.777777777777,3.0,0.224,11221.666666666666,4.111111111111111,0.1488888888888889,19180.11111111111,6.444444444444445,11373.888888888889,4.111111111111111,2840.222222222222,1.4444444444444444,5989.444444444444,2.3333333333333335,4822.0,2.0,6975.777777777777,2.4444444444444446,0.31599999999999995,3703.3333333333335,1.7777777777777777,0.3978888888888889
N5,10013.5,3.5,9877.3,3.5,0.1903,12291.6,4.0,0.12869999999999998,23946.0,8.0,11952.1,4.2,3631.3,1.6,12640.1,4.4,4832.7,1.7,8657.5,3.2,0.2729,6508.0,2.6,0.3017
N6,20122.5,6.8,23899.2,7.9,0.07110000000000001,25320.0,8.2,0.05870000000000001,27984.9,9.0,24759.7,8.0,10495.5,3.6,10671.5,3.6,5266.6,2.1,23785.7,7.8,0.0869,20590.7,6.7,0.12780000000000002
N7,6764.5,2.5,7630.3,2.8,0.22880000000000003,10405.0,3.6,0.15119999999999997,18105.9,6.0,7725.5,3.0,4504.3,1.9,6228.7,2.4,3280.5,1.4,3813.1,1.7,0.3817,3467.6,1.7,0.398
N8,12173.4,4.1,12740.7,4.3,0.16840000000000002,15362.4,5.2,0.1162,24414.1,7.8,15563.9,5.3,8749.4,3.2,8136.7,3.1,4853.5,1.9,12643.3,4.5,0.22440000000000002,6708.8,2.6,0.34029999999999994
N81,6403.2,2.4,6806.2,2.8,0.23479999999999998,9138.8,3.2,0.155,11839.2,4.2,9823.8,3.2,2481.4,1.0,3913.0,2.0,8270.6,3.2,6396.2,2.8,0.3196,3882.0,1.4,0.357
N9,3991.0,1.8,2464.8,1.2,0.3297,5555.3,2.4,0.1936,6772.6,2.6,13852.7,4.8,5857.3,2.4,2461.1,1.3,7066.1,2.8,2558.3,1.3,0.4138,3915.8,1.7,0.37699999999999995
NE1,8871.2,3.0,20945.1,6.9,0.0967,20616.6,6.6,0.0841,19802.8,6.7,5690.0,2.5,3584.1,1.9,8558.4,3.2,2045.9,1.4,16776.9,5.6,0.18950000000000003,4695.7,1.7,0.3533
NE10,9574.4,3.6,8803.6,3.4,0.2466,7739.8,3.0,0.1937,9580.6,3.5,5410.1,2.2,14103.7,4.6,17604.1,5.8,26478.1,8.6,10894.8,4.0,0.3077,6937.9,2.6,0.31279999999999997
NE11,10555.9,3.8,10398.6,3.7,0.193,8552.9,3.0,0.2118,11342.7,3.8,5662.0,2.2,24770.8,7.9,12277.0,4.0,22011.7,7.0,11510.7,4.1,0.22699999999999995,9346.6,3.3,0.2586
NE12,14768.1,5.0,13367.7,4.6,0.1709,12582.8,4.3,0.1382,12041.8,4.2,7878.5,2.8,28195.7,9.0,20532.9,6.7,29450.0,9.5,13318.8,4.5,0.2294,11428.5,3.8,0.25129999999999997
NE13,19407.88888888889,6.222222222222222,18235.88888888889,6.222222222222222,0.12022222222222223,16845.11111111111,5.555555555555555,0.10444444444444444,18392.11111111111,5.888888888888889,11263.222222222223,4.0,30577.555555555555,9.666666666666666,16049.888888888889,5.444444444444445,26903.555555555555,8.555555555555555,19910.11111111111,6.555555555555555,0.1376666666666667,17137.444444444445,5.777777777777778,0.16544444444444442
NE15,13968.6,4.7,14363.7,5.0,0.1584,13253.6,4.6,0.1285,13571.1,4.6,10065.2,3.6,14930.6,5.0,19668.6,6.5,22717.9,7.4,14825.6,4.9,0.20249999999999999,14395.5,4.8,0.20270000000000002
NE16,18536.9,6.2,16264.3,5.4,0.1335,14070.1,4.7,0.12229999999999999,19784.8,6.5,12247.3,4.3,26623.5,8.6,16048.3,5.4,30826.1,9.8,17643.5,5.7,0.15609999999999996,15047.3,5.1,0.18810000000000002
NE17,9369.6,3.4,8447.4,2.9,0.2057,6543.5,2.4,0.1883,10042.6,3.6,5916.5,2.3,14480.4,5.0,16319.2,5.2,28481.2,9.0,9131.0,3.0,0.2612,10965.9,3.8,0.21509999999999999
NE18,20501.9,7.2,28297.8,9.3,0.047299999999999995,27980.0,9.0,0.048799999999999996,23751.9,7.9,24395.7,8.3,32318.3,10.0,2033.8,1.6,12818.0,4.4,28299.6,9.0,0.0512,25383.0,7.9,0.07959999999999999
NE19,15891.5,5.3,24644.7,7.8,0.0651,23767.0,7.8,0.06470000000000001,17888.2,6.2,24456.6,8.0,31661.5,10.0,1018.5,1.0,4461.3,2.1,26958.8,8.8,0.059699999999999996,24243.2,7.6,0.091
NE2,18974.3,6.2,20013.5,6.8,0.1028,24603.0,7.8,0.0645,16816.7,5.5,9572.0,3.5,18464.2,6.2,17845.0,5.8,12853.1,4.5,16126.3,5.5,0.201,6150.1,2.2,0.3205
NE20,24363.3,7.8,28107.2,9.1,0.05,25668.5,8.5,0.0591,25991.3,8.6,24411.0,7.8,32314.1,10.0,7359.0,2.7,22243.3,7.0,28637.9,9.2,0.05049999999999999,28084.6,9.0,0.06420000000000001
NE21,16944.3,5.8,15147.4,5.0,0.13880000000000003,12898.8,4.5,0.1273,16028.4,5.3,9604.0,3.4,25520.3,8.1,21781.3,7.1,28744.4,9.1,16574.1,5.5,0.15550000000000003,13801.2,4.9,0.19610000000000002
NE22,12878.7,4.5,11253.2,3.8,0.20270000000000002,9543.2,3.3,0.17709999999999998,10396.5,3.8,9006.9,3.3,21937.6,7.1,22700.1,7.5,30363.8,9.6,11425.5,4.0,0.26180000000000003,14089.7,4.9,0.1909
NE23,11099.777777777777,3.888888888888889,11093.777777777777,3.7777777777777777,0.184,8612.333333333334,3.2222222222222223,0.17322222222222225,10369.111111111111,3.6666666666666665,8026.222222222223,3.0,21191.666666666668,6.777777777777778,10335.222222222223,3.7777777777777777,31217.666666666668,9.777777777777779,11562.0,4.222222222222222,0.2338888888888889,13572.333333333334,4.555555555555555,0.194
NE24,11150.7,3.9,11638.6,4.1,0.2218,9239.8,3.3,0.203,11267.6,4.0,8038.9,2.9,16919.6,5.6,13719.7,4.6,27559.4,8.8,11734.6,4.2,0.28359999999999996,14001.4,4.7,0.2204
NE25,23556.7,7.6,20695.4,6.8,0.0943,18011.3,6.0,0.09559999999999999,23763.5,7.8,15500.4,5.2,29797.5,9.3,23644.7,7.7,28714.5,9.2,24227.8,7.9,0.08779999999999999,19027.1,6.4,0.1416
NE26,22871.9,7.4,21661.4,7.2,0.09559999999999999,19477.4,6.7,0.099,27118.2,8.7,13425.2,4.7,21340.7,6.8,30893.7,9.8,20472.4,6.9,26496.4,8.5,0.06740000000000002,20220.0,6.6,0.13649999999999998
NE27,16570.0,5.777777777777778,15063.555555555555,4.888888888888889,0.14811111111111108,14911.777777777777,4.888888888888889,0.12677777777777777,14082.222222222223,4.777777777777778,9674.666666666666,3.3333333333333335,24952.666666666668,8.11111111111111,19443.333333333332,6.222222222222222,26434.0,8.555555555555555,16017.222222222223,5.555555555555555,0.17722222222222223,11417.666666666666,3.888888888888889,0.23055555555555557
NE28,10871.2,3.8,8834.2,3.2,0.21939999999999998,7767.5,2.9,0.1839,11713.2,4.1,6805.7,2.4,20783.4,6.9,20277.6,6.8,24773.7,8.0,10080.1,3.6,0.26050000000000006,8091.9,2.9,0.29080000000000006
NE29,9916.8,3.5,8120.4,3.0,0.22670000000000004,6928.9,2.6,0.1955,10893.2,3.8,6367.9,2.5,21912.6,7.3,17131.8,5.8,25887.1,8.3,8708.1,3.2,0.2884999999999999,9708.8,3.3,0.2524
NE3,23278.3,7.7,21935.9,7.1,0.10540000000000002,22681.1,7.3,0.08460000000000001,23858.1,7.5,16434.2,5.5,26883.2,8.8,21348.4,7.0,23205.3,7.7,23494.5,7.4,0.11199999999999999,19023.5,6.2,0.1561
NE30,21647.5,7.0,19248.4,6.3,0.1081,18018.0,5.8,0.0974,25633.2,8.1,13214.8,4.5,26821.2,8.8,27771.5,8.9,21354.3,6.9,24696.1,7.9,0.08270000000000001,16144.9,5.3,0.18400000000000002
NE31,11380.111111111111,4.0,10289.888888888889,3.6666666666666665,0.20055555555555554,8871.222222222223,3.2222222222222223,0.17544444444444446,13982.666666666666,4.666666666666667,5069.333333333333,2.0,19796.88888888889,6.444444444444445,16567.666666666668,5.555555555555555,29195.777777777777,9.333333333333334,11240.222222222223,3.888888888888889,0.24577777777777776,9866.555555555555,3.4444444444444446,0.24633333333333335
NE32,5968.3,2.3,5320.2,2.1,0.2817,3901.4,1.8,0.255,8518.2,3.1,3466.7,1.7,19468.1,6.4,11889.5,4.3,28402.4,9.3,7067.2,2.6,0.321,5915.4,2.1,0.33409999999999995
NE33,6964.1,2.5,6845.6,2.4,0.24310000000000004,4949.7,2.0,0.22550000000000003,12852.8,4.7,3586.6,1.8,10674.7,3.9,16648.6,5.4,16345.7,5.6,9222.5,3.1,0.28769999999999996,6723.2,2.5,0.2858
NE34,8480.2,3.1,7346.8,2.8,0.2526,5039.2,2.0,0.23030000000000003,11089.2,3.9,4652.0,1.8,20649.0,6.8,16782.8,5.5,28654.0,9.3,8159.4,3.0,0.3077,9047.0,3.3,0.26990000000000003
NE35,13226.4,4.5,11109.8,3.8,0.2166,10363.4,3.7,0.17609999999999998,16489.9,5.6,6940.3,2.7,20724.3,6.9,15975.0,5.5,27790.4,9.2,11941.3,4.3,0.25029999999999997,10540.1,3.5,0.25
NE36,24112.3,7.8,24309.2,7.6,0.07510000000000001,21727.8,7.4,0.08010000000000002,27610.1,8.9,11186.8,3.7,22028.3,7.4,18586.7,5.9,30157.8,9.8,25934.4,8.6,0.07470000000000002,22238.5,7.5,0.11259999999999999
NE37,10072.3,3.4,9895.2,3.5,0.21880000000000002,8001.9,3.0,0.1877,8067.6,3.1,6345.7,2.3,21631.2,7.0,14935.4,5.0,26473.8,8.6,10520.8,3.6,0.27490000000000003,11120.1,3.8,0.24600000000000005
NE38,15948.0,5.4,15500.8,5.1,0.145,13815.5,4.7,0.1331,16152.8,5.5,9003.0,3.1,21979.4,7.0,14948.6,5.1,30389.5,9.6,15960.2,5.5,0.1799,14752.3,4.8,0.18459999999999996
NE39,18694.2,6.3,16496.1,5.3,0.1328,14884.5,5.2,0.12010000000000001,18822.9,6.4,10992.5,3.9,25040.3,8.2,18052.0,6.0,30580.0,9.6,17448.6,5.6,0.1612,16705.2,5.9,0.15999999999999998
NE4,6417.1,2.6,5971.2,2.5,0.3074,6774.4,2.7,0.2323,6533.9,2.6,4489.9,1.9,6581.9,2.5,15238.4,5.3,21353.5,6.8,7057.8,2.7,0.33740000000000003,3798.5,1.8,0.43099999999999994
NE40,21983.7,7.1,18705.6,6.1,0.10529999999999999,17095.8,5.8,0.1005,20073.7,6.8,14415.4,5.0,27994.3,8.9,24938.0,7.9,28148.7,9.0,18654.9,6.1,0.13300000000000003,17211.0,5.8,0.14750000000000002
NE41,32356.0,10.0,30466.0,10.0,0.03700000000000001,27625.0,9.0,0.051000000000000004,32110.0,10.0,28240.0,9.0,25051.0,8.0,31248.0,10.0,31124.0,10.0,32062.0,10.0,0.022999999999999996,28431.0,9.0,0.06600000000000002
NE42,18990.777777777777,6.222222222222222,16137.666666666666,5.333333333333333,0.12522222222222223,13875.777777777777,4.444444444444445,0.11777777777777779,16851.333333333332,5.555555555555555,13437.888888888889,4.555555555555555,24058.0,7.777777777777778,20053.777777777777,6.555555555555555,31843.333333333332,9.88888888888889,18105.666666666668,5.888888888888889,0.13955555555555554,17223.88888888889,5.777777777777778,0.15355555555555556
NE43,24501.8,8.1,26262.5,8.5,0.0568,25665.2,8.5,0.057800000000000004,29525.7,9.5,22238.4,7.1,29592.3,9.4,15756.3,5.4,17429.8,5.6,29692.8,9.5,0.0418,24619.5,7.9,0.08919999999999999
NE44,22436.7,7.2,29954.2,9.6,0.03920000000000001,24233.1,7.6,0.0631,28900.9,9.7,23357.4,7.8,32056.3,10.0,2055.2,1.0,16400.2,5.2,30973.0,9.6,0.025100000000000004,31256.4,9.7,0.043000000000000003
NE45,27110.6,8.9,25746.7,8.5,0.0595,21704.2,7.3,0.0733,25200.3,7.9,21700.9,7.1,32589.7,10.0,18149.9,6.1,23836.8,7.3,28912.1,9.1,0.046599999999999996,24599.6,8.2,0.08759999999999998
NE46,21771.8,7.3,21511.8,7.1,0.0945,19196.2,6.4,0.09400000000000001,22779.6,7.3,18439.6,6.1,27239.5,8.6,13129.7,4.6,26018.9,8.3,21186.7,7.1,0.11919999999999997,23882.1,7.7,0.1018
NE47,15202.6,5.4,21089.5,7.1,0.08409999999999998,23924.3,7.6,0.0653,23307.0,7.7,21415.1,7.2,32483.4,10.0,2300.5,1.4,2032.1,1.3,21403.5,7.2,0.10069999999999998,21480.3,7.2,0.1099
NE48,15536.0,5.2,24290.5,7.7,0.06670000000000001,23002.9,7.6,0.0676,17338.3,6.0,23835.4,7.8,31469.1,10.0,798.1,1.0,4957.5,2.3,26691.6,8.7,0.06159999999999999,24075.5,7.5,0.09219999999999998
NE49,16049.6,5.5,18359.0,6.1,0.10389999999999999,17235.0,5.6,0.09659999999999999,10440.6,3.9,17341.2,5.8,30879.8,9.8,17776.8,6.1,12370.2,4.2,17778.4,5.9,0.1391,20567.4,7.1,0.11720000000000004
NE5,12640.8,4.5,12193.6,4.3,0.1869,10899.0,3.8,0.155,11524.7,4.0,7744.0,2.8,15497.1,5.1,19438.1,6.4,27088.3,8.6,14133.2,4.9,0.21389999999999998,11743.4,4.1,0.2406
NE6,6745.9,2.8,6696.5,2.7,0.3136,6908.9,2.8,0.24519999999999995,6708.4,2.7,3723.5,1.8,11249.0,4.1,19071.3,6.3,20296.1,6.7,5414.6,2.3,0.40990000000000004,6348.6,2.4,0.32889999999999997
NE61,18448.3,6.0,18624.7,6.1,0.11990000000000003,13719.7,4.8,0.12869999999999998,18343.8,6.0,12057.2,4.2,27133.1,8.7,15466.3,5.2,30683.7,9.8,19640.9,6.5,0.1442,20477.2,6.6,0.1296
NE62,14259.0,4.8,13400.0,4.6,0.17420000000000005,9668.9,3.5,0.17250000000000004,10147.7,3.7,9263.6,3.6,22963.0,7.6,28513.2,9.0,30229.6,9.4,13047.5,4.7,0.23360000000000003,17355.1,6.0,0.15810000000000002
NE63,11423.4,3.8,10730.7,3.8,0.1992,7941.6,3.0,0.1887,11871.7,4.1,6732.7,2.6,22520.4,7.2,19501.1,6.6,29537.6,9.3,8604.3,3.1,0.29460000000000003,15764.3,5.1,0.1734
NE64,5929.6,2.4,6251.6,2.4,0.24319999999999994,3468.4,1.6,0.2354,6150.2,2.2,4428.4,1.8,14737.8,5.0,8487.6,3.2,29332.8,9.2,6240.6,2.2,0.31920000000000004,11830.4,4.2,0.2052
NE65,18152.5,6.0,18033.8,6.1,0.1173,15030.5,5.1,0.1172,18550.2,6.2,17737.7,6.0,29566.1,9.4,14413.0,4.9,23832.7,7.5,18038.2,6.0,0.15309999999999996,20445.4,6.6,0.12440000000000002
NE66,18120.8,6.0,21177.8,6.9,0.08559999999999998,21516.5,7.2,0.0769,19807.0,6.5,18653.1,6.2,28867.2,9.0,9142.8,3.7,14230.7,4.9,22324.7,7.4,0.09570000000000001,20351.4,6.7,0.1196
NE67,14787.3,4.8,22182.3,7.1,0.07709999999999999,23315.1,7.8,0.0665,19578.4,6.2,24895.1,8.2,32028.4,9.9,343.9,1.0,3466.5,1.7,20532.5,6.7,0.1091,24797.5,8.3,0.08769999999999997
NE68,15004.7,5.0,19635.8,6.3,0.09209999999999999,18797.6,6.6,0.0863,10048.7,3.6,15693.4,5.5,30969.2,10.0,9726.7,3.8,6026.0,2.7,23318.5,7.4,0.0873,19099.9,6.2,0.13179999999999997
NE69,13555.0,5.0,16579.0,6.0,0.11300000000000002,16824.0,6.0,0.09499999999999999,11872.0,4.0,19776.0,7.0,30554.0,10.0,2477.0,1.0,4694.0,2.0,16620.0,6.0,0.145,16240.0,5.0,0.15199999999999997
NE7,26867.8,8.6,23906.3,7.6,0.07050000000000001,23229.5,7.7,0.06720000000000001,27058.0,8.7,17927.7,5.8,30852.4,9.6,25182.8,8.0,24231.7,7.8,24737.3,8.1,0.07880000000000001,21612.2,7.1,0.1133
NE70,13555.0,5.0,16579.0,6.0,0.11300000000000002,16824.0,6.0,0.09499999999999999,11872.0,4.0,19776.0,7.0,30554.0,10.0,2477.0,1.0,4694.0,2.0,16620.0,6.0,0.145,16240.0,5.0,0.15199999999999997
NE71,15740.6,5.2,18523.2,5.8,0.09979999999999999,16980.4,5.8,0.09479999999999998,16657.4,5.8,24312.4,7.8,31301.4,10.0,11825.4,4.2,9294.2,3.4,20367.0,6.6,0.1082,17540.4,6.0,0.143
NE8,5365.7,2.2,5300.3,2.2,0.2592,5141.8,2.0,0.20729999999999998,7201.9,2.7,2593.6,1.2,9617.6,3.4,18775.5,6.1,14316.0,5.0,7920.8,2.8,0.2944,3083.7,1.6,0.388
NE82,1300.0,1.0,2051.0,1.0,0.33899999999999997,13.0,1.0,0.497,7685.0,3.0,411.0,1.0,29516.0,9.0,5402.0,2.0,22629.0,7.0,5397.0,2.0,0.3289999999999999,1653.0,1.0,0.43899999999999995
NE83,1300.0,1.0,2051.0,1.0,0.33899999999999997,13.0,1.0,0.497,7685.0,3.0,411.0,1.0,29516.0,9.0,5402.0,2.0,22629.0,7.0,5397.0,2.0,0.3289999999999999,1653.0,1.0,0.43899999999999995
NE85,5309.6,2.2,6222.2,2.2,0.28579999999999994,4163.2,2.2,0.413,10366.0,3.8,3496.4,1.8,29425.4,9.0,5101.0,2.0,24598.4,7.6,9080.4,3.2,0.2792,4408.4,1.8,0.383
NE88,4133.9,1.9,4661.6,1.8,0.30999999999999994,2135.6,1.6,0.4548,9894.8,3.7,2316.3,1.5,29801.2,9.1,7925.1,2.8,22953.0,7.1,7755.4,2.7,0.3007999999999999,4349.0,1.8,0.4016
NE9,17252.1,5.7,16514.7,5.5,0.13979999999999998,14156.9,5.0,0.133,20245.9,6.7,7450.9,2.7,20537.9,6.7,24487.5,8.0,26993.8,8.9,20313.0,6.6,0.135,14470.2,4.9,0.1986
NE92,1300.0,1.0,2051.0,1.0,0.33899999999999997,13.0,1.0,0.497,7685.0,3.0,411.0,1.0,29516.0,9.0,5402.0,2.0,22629.0,7.0,5397.0,2.0,0.3289999999999999,1653.0,1.0,0.43899999999999995
NE98,9801.7,3.7,9882.8,3.4,0.25199999999999995,6380.8,2.8,0.3704,14314.4,5.1,6126.9,2.5,30371.6,9.3,12971.3,4.4,23601.0,7.3,12472.2,4.1,0.24439999999999995,9741.0,3.4,0.32680000000000003
NE99,8270.0,2.6,19597.0,6.6,0.09440000000000001,18425.4,6.0,0.0892,18208.8,6.4,4255.0,2.2,3095.4,1.8,8985.4,3.6,871.6,1.2,13851.0,4.8,0.1792,4569.2,1.6,0.35239999999999994
NG1,7004.777777777777,2.6666666666666665,16887.333333333332,5.444444444444445,0.13822222222222222,17579.222222222223,5.888888888888889,0.109,15574.111111111111,5.333333333333333,7077.0,2.5555555555555554,3252.1111111111113,1.6666666666666667,4541.666666666667,1.8888888888888888,2099.1111111111113,1.2222222222222223,9682.333333333334,3.4444444444444446,0.27444444444444444,8654.777777777777,3.111111111111111,0.3152222222222222
NG10,16870.6,5.7,17265.5,5.7,0.1271,15707.3,5.2,0.1121,15161.5,5.1,16568.5,5.6,13994.6,4.7,26533.6,8.5,9069.1,3.3,16173.0,5.4,0.17600000000000002,18471.5,6.1,0.1474
NG11,14980.3,5.1,17026.2,5.6,0.14079999999999998,15134.5,5.1,0.1276,14648.6,4.9,15014.0,5.3,15284.1,5.1,12773.6,4.4,14709.8,5.1,18126.7,5.9,0.16630000000000003,17653.1,5.9,0.16959999999999997
NG12,30407.4,9.7,29327.7,9.4,0.040900000000000006,27159.3,8.7,0.05110000000000001,29928.8,9.6,29640.6,9.4,28708.3,9.2,20669.1,6.7,27323.3,8.7,29885.5,9.7,0.04019999999999999,29704.8,9.4,0.0511
NG13,30196.4,9.6,27981.6,9.0,0.04920000000000001,27348.7,9.0,0.05110000000000001,29471.0,9.4,29735.8,9.5,25402.3,8.1,19845.1,6.6,27501.7,8.7,27922.4,8.9,0.0514,28918.8,9.1,0.0617
NG14,25695.5,8.4,25647.7,8.3,0.06080000000000001,21883.7,7.0,0.07400000000000002,24318.0,7.9,22859.8,7.4,25395.5,8.2,21501.2,6.8,19624.0,6.3,25525.3,8.1,0.0738,27508.5,9.0,0.07070000000000001
NG15,13935.222222222223,4.666666666666667,13939.555555555555,4.666666666666667,0.1647777777777778,11463.444444444445,3.7777777777777777,0.1547777777777778,12339.0,4.333333333333333,12628.0,4.444444444444445,14250.777777777777,4.888888888888889,22321.333333333332,7.222222222222222,18867.88888888889,6.333333333333333,13350.888888888889,4.555555555555555,0.21400000000000002,16469.555555555555,5.333333333333333,0.17188888888888887
NG16,14372.6,4.7,13308.1,4.4,0.1583,11094.3,3.8,0.14550000000000002,9726.4,3.5,15191.4,5.0,15030.4,5.0,26829.4,8.6,20514.7,6.7,13402.8,4.5,0.2076,15282.5,5.0,0.17270000000000002
NG17,9762.2,3.6,9712.2,3.4,0.2081,7503.6,2.8,0.1846,7224.6,2.8,7546.0,2.9,13635.1,4.5,24231.4,8.0,19815.7,6.5,10003.9,3.8,0.2652,12498.5,4.2,0.2016
NG18,10844.6,3.7,11605.3,3.9,0.2063,10699.8,3.8,0.1879,10105.2,3.6,8896.7,3.2,8421.9,3.1,16492.2,5.4,16342.6,5.5,11286.9,3.9,0.25870000000000004,15424.0,5.2,0.1899
NG19,14229.9,4.8,14118.5,4.7,0.1581,11752.4,4.0,0.1508,11483.5,4.1,10800.1,3.7,15766.8,5.2,20543.3,7.0,20810.6,6.8,13102.0,4.2,0.2149,16993.7,5.9,0.15850000000000003
NG2,15441.2,5.1,15513.1,5.1,0.1609,16855.7,5.8,0.12389999999999998,19519.0,6.5,12501.2,4.1,17666.3,5.8,20795.0,6.9,7402.6,2.9,16281.3,5.6,0.19840000000000002,9490.1,3.3,0.27959999999999996
NG20,6249.5,2.6,6526.3,2.5,0.23479999999999998,4392.6,1.7,0.2145,3541.7,1.5,4697.4,1.9,16238.8,5.3,22047.7,7.2,21480.5,6.9,5539.7,2.0,0.33730000000000004,10697.4,3.6,0.22290000000000001
NG21,16302.8,5.3,17070.8,5.6,0.1271,11705.9,4.0,0.14200000000000002,12563.6,4.6,11625.6,4.2,19367.7,6.4,22183.4,7.1,24529.7,7.9,16375.4,5.6,0.1774,20744.0,6.7,0.12050000000000001
